sentence,target,idx
The rats ran through the maze.,0,2188
The bell rang.,0,2189
They stood the statue on the pedestal.,0,2190
The statue stood on the pedestal.,0,2191
The army lodged the soldiers in the schoolhouse.,0,2192
Heat radiates from the sun.,0,2193
The sun radiates heat.,0,2194
The departing passenger waved at the crowd.,0,2195
I shaved my face.,0,2197
I shaved.,0,2198
Celia braided her hair.,0,2199
Jill dressed hurriedly.,0,2202
Tessa cut herself.,0,2205
We loaded ourselves onto the bus.,0,2207
We loaded onto the bus.,0,2208
We pulled ourselves free.,0,2209
Anne met Cathy.,0,2210
Anne and Cathy met.,0,2211
Brenda and Molly chatted.,0,2213
The drunk hugged the lamppost.,0,2214
Italy touches France.,0,2216
Italy and France touch.,0,2217
Ellen and Helen argued.,0,2219
The sign warned us against skating on the pond.,0,2220
The sign warned against skating on the pond.,0,2221
for discussion of the same phenomenon in Russian.,0,2222
That dog bites people.,0,2223
That dog bites.,0,2224
I cut the bread with this knife.,0,2225
This knife cut the bread.,0,2226
This knife doesn't cut.,0,2227
These shears clip well.,0,2228
This machine records well.,0,2229
This oven cooks well.,0,2230
"This lotion softens, soothes, and protects.",0,2231
"This polish cleans, protects, and shines.",0,2232
This key won't open the Jock.,0,2234
This hammer won't break the window.,0,2236
They pushed their way through the crowd.,0,2237
They pushed through the crowd.,0,2238
Bake for 30 minutes.,0,2239
Paula hit the fence.,0,2242
Paula hit at the fence.,0,2243
Faustina sprayed the lilies.,0,2244
I pushed the table.,0,2246
I pushed at the table.,0,2247
I pushed on the table.,0,2248
I pushed against the table.,0,2249
The mouse nibbled the cheese.,0,2250
The mouse nibbled at the cheese.,0,2251
The mouse nibbled on the cheese.,0,2252
Martha climbed up the mountain.,0,2254
Martha climbed the mountain.,0,2255
They skated along the canals.,0,2256
They skated the canals.,0,2257
The spaceship revolves around the earth.,0,2258
Martha slowly descended the stairs.,0,2260
Jill met Sarah.,0,2261
Jill embraced Sarah.,0,2262
Bill sold Tom a car.,0,2263
Bill sent a package London.,0,2264
Bill sent Tom a package.,0,2265
Martha carved a toy for the baby.,0,2267
Martha carved the baby a toy.,0,2268
The architect selected a house for the couple.,0,2269
Jack sprayed paint on the wall.,0,2270
Jack sprayed the wall with paint.,0,2271
June covered the baby with a blanket.,0,2273
Henry cleared dishes from the table.,0,2275
Henry cleared the table of dishes.,0,2276
The thief stole the painting from the museum.,0,2277
The doctor cured Pat of pneumonia.,0,2279
Helen wiped the wall.,0,2280
Bees are swarming in the garden.,0,2282
The garden is swarming with bees.,0,2283
Clouds cleared from the sky.,0,2286
The sky cleared.,0,2287
Martha carved the piece of wood into a toy.,0,2288
David constructed a house out of.,0,2289
David constructed a house from bricks.,0,2290
I whipped the eggs into a froth.,0,2292
The witch turned him into a frog.,0,2293
An oak tree will grow from that acorn.,0,2295
The witch turned him from a prince into a frog.,0,2296
He turned from a prince into a frog.,0,2299
The car collided with the fence.,0,2301
I separated the yolk from the white.,0,2302
I separated the yolk and the white.,0,2303
I mixed the sugar and the butter.,0,2304
I confused Maria with Anna.,0,2305
I confused Maria and Anna.,0,2306
Linda taped the label to the cover.,0,2307
Harriet alternated folk songs with pop songs.,0,2309
I broke the twig and the branch apart.,0,2311
Brenda agreed with Molly.,0,2313
Brenda and Molly agreed.,0,2314
The oil separated from the vinegar.,0,2315
The oil and vinegar separated.,0,2316
Bill and Kathy married.,0,2318
The twig broke off of the branch.,0,2319
The eggs and the cream mixed together.,0,2321
The twig and the branch broke apart.,0,2323
The judge presented the winner with a prize.,0,2325
The judge offered a prize to the winner.,0,2326
The judge saddled the winner with a prize.,0,2329
The jeweller inscribed the name on the ring.,0,2330
The jeweller inscribed the ring with the name.,0,2331
The jeweller copied the name on the ring.,0,2332
The jeweller decorated the ring with the name.,0,2335
Brian hit the fence with the stick.,0,2336
Don swatted the mosquito with the newspaper.,0,2337
Alison pierced the cloth with a needle.,0,2338
Paula hit the fence with the stick.,0,2339
Mira blamed the accident on Terry.,0,2340
Mira blamed Terry for the accident.,0,2341
Ida hunted the woods for deer.,0,2343
Ida hunted for deer in the woods.,0,2344
Ida hunted deer in the woods.,0,2345
Melissa searched the papers for a clue.,0,2346
Melissa searched for a clue in the papers.,0,2347
I stalked the woods for game.,0,2349
I stalked game in the woods.,0,2351
We rummaged through the desk for papers.,0,2355
Selina touched the horse on the back.,0,2359
Selina touched the horse's back.,0,2360
The horse kicked Penny in the shin.,0,2361
The horse kicked Penny's shin.,0,2362
Alison poked Daisy in the ribs.,0,2363
Alison poked Daisy's ribs.,0,2364
The horse broke Penny's shin.,0,2366
The glass cut Rachel's toe.,0,2368
They praised the volunteers' dedication.,0,2369
They praised the volunteers for their dedication.,0,2370
I admired him for his courage.,0,2371
The inspector analyzed the building's soundness.,0,2372
The inspector analyzed the building for its soundness.,0,2373
I admired his honesty.,0,2375
I admired the honesty in him.,0,2376
I admired him for his honesty.,0,2377
I sensed the eagerness in him.,0,2378
Mark terrified me with his single mindedness.,0,2380
Mark's single mindedness terrified me.,0,2381
The clown amused the children with his antics.,0,2382
The clown's antics amused the children.,0,2383
Meat fell in price.,0,2384
The price of meat fell.,0,2385
The president appointed Smith press secretary.,0,2386
The president appointed Smith as press secretary.,0,2387
Angela characterized Shelly as a lifesaver.,0,2389
The world saw the beginning of a new era in 1492.,0,2391
1492 saw the beginning of a new era.,0,2392
I dried the clothes in the sun.,0,2393
The sun dried the clothes.,0,2394
David broke the window with a hammer.,0,2395
The crane loaded the truck.,0,2397
He established his innocence with the letter.,0,2399
The letter established his innocence.,0,2400
I filled the pail with water.,0,2401
Water filled the pail.,0,2402
We sleep five people in each room.,0,2403
Each room sleeps five people.,0,2404
I incorporated the new results into the paper.,0,2405
The paper incorporates the new results.,0,2406
That whole wheat flour bakes wonderful bread.,0,2407
I bought you a ticket for $5.,0,2409
$5 will buy a ticket.,0,2410
$5 will buy you a ticket.,0,2411
"The contractor will build a house for $ 100,000.",0,2412
"The contractor will build you a house for $ 100,000.",0,2413
"$ 100,000 will build you a house.",0,2414
"$ 100,000 will build a house.",0,2415
The middle class will benefit from the new tax laws.,0,2416
The new tax laws will benefit the middle class.,0,2417
The middle class will gain from the new tax laws.,0,2418
The butcher cuts the meat.,0,2420
The butler polished the silver.,0,2421
This silver polishes itself.,0,2422
The audience watched the movie.,0,2423
This window just opens itself.,0,2425
The heat melted the ice cream.,0,2426
This book just sells itself.,0,2428
I presented a solution to the problem yesterday.,0,2429
A solution to the problem presented itself yesterday.,0,2430
The cook sliced the mushrooms.,0,2431
The mushrooms were sliced by the cook.,0,2432
Columbus believed the earth to be round.,0,2433
Columbus believed that the earth was round.,0,2434
It was believed that the earth was round.,0,2435
The police kept tabs on the suspect.,0,2436
Tabs were kept on the suspect.,0,2437
The lax supervision was taken advantage of.,0,2438
This bed was slept in by George Washington.,0,2439
The pillow remained stuffed with feathers.,0,2442
A flowering plant is on the windowsill.,0,2443
There is a flowering plant on the windowsill.,0,2444
A problem developed.,0,2445
There developed a problem.,0,2446
A ship appeared on the horizon.,0,2447
There appeared a ship on the horizon.,0,2448
A little boy darted into the room.,0,2450
There darted into the room a little boy.,0,2451
A little boy ran in the yard.,0,2452
An ancient treasure trove was found in this cave.,0,2454
There was found in this cave an ancient treasure trove.,0,2455
Suddenly an ugly old man entered the hall.,0,2456
Suddenly there entered the hall an ugly old man.,0,2457
A lot of snow melted on the streets of Chicago.,0,2458
On the windowsill is a flowering plant.,0,2460
In the woods lives an old woman.,0,2461
A cat jumped onto the table.,0,2462
A cat jumped on the table.,0,2463
A choir sang in the church.,0,2465
In the church sang a choir.,0,2466
In this cave was found an ancient treasure trove.,0,2467
A violent demonstration took place in the main square.,0,2468
Sarah smiled.,0,2470
Sarah sang.,0,2471
Sarah sang a song.,0,2472
Sarah sang a ballad.,0,2473
Sarah sang an aria.,0,2474
Sarah sang a hymn.,0,2475
Sarah sang the anthem.,0,2476
Heather snorted.,0,2477
Kelly buttered the bread.,0,2478
Kelly buttered the bread with unsalted butter.,0,2480
Linda taped the box with two-sided tape.,0,2481
The men were able to mine more gold.,0,2482
Pauline smiled her thanks.,0,2486
Sandra beamed.,0,2487
She mumbled.,0,2489
She mumbled her adoration.,0,2490
They shopped their way around New York.,0,2491
He worked his way through the book.,0,2492
She stipulated her way out of the problem.,0,2493
The boy pushed his way through the crowd.,0,2494
The explorers cut their way through the jungle.,0,2495
The silversmith pounded the metal flat.,0,2499
Pauline hammered the metal flat.,0,2501
Jasmine pushed the door open.,0,2502
The guests drank the teapot dry.,0,2503
Amanda burned the stove black.,0,2504
Belinda walked the soles off her shoes.,0,2505
Philippa cried herself to sleep.,0,2506
The river froze solid.,0,2507
The door slid shut.,0,2508
The metal was hammered flat.,0,2509
The door was pushed open.,0,2510
Philippa cried her eyes dry.,0,2511
Fanny pulled the blanket over herself.,0,2517
Fanny pulled the blanket over her.,0,2518
The truck rumbled.,0,2519
The truck rumbled into the driveway.,0,2520
Audrey tiptoed to the door.,0,2521
The couple waltzed to the window.,0,2522
The clown wobbled down the hall.,0,2523
Leona pushed the cart to the market.,0,2524
It is rumored that he left town.,0,2525
Jennifer craned her neck.,0,2528
They've got it made.,0,2531
The teacher meant well.,0,2532
The horse wouldn't budge.,0,2534
Would the horse budge if you pushed?,1,2535
I put books on the table.,0,2540
I put the books on the table.,0,2543
Cheryl stood the books next to the magazines.,0,2547
Cheryl stood the books on the shelf.,0,2548
Cheryl stood the tall books on the table.,0,2553
Cheryl stood the books on the table.,0,2555
The books stood on the table.,0,2556
I funneled the mixture into the bottle.,0,2558
I lifted the books.,0,2566
I lifted the book onto the table.,0,2567
I lifted the book onto the out of the box.,0,2568
I lifted the books from the floor to the table.,0,2569
I lifted the books onto the table.,0,2570
I lifted the books to him.,0,2572
I lifted the books up to him.,0,2573
Tamara poured water into the bowl.,0,2576
Tamara poured water over the flowers.,0,2577
Tamara poured water out of the pitcher.,0,2578
Tamara poured water onto the plants.,0,2580
Water poured onto the plants.,0,2582
Cora coiled the rope around the post.,0,2583
The rope coiled around the post.,0,2586
That kind of rope coils easily around the post.,0,2587
Jessica loaded boxes onto the wagon.,0,2589
Jessica loaded boxes into the wagon.,0,2590
Jessica sprayed paint onto the table.,0,2591
Jessica sprayed paint under the table.,0,2592
Jessica sprayed paint over the table.,0,2593
Jessica sprayed paint on the wall.,0,2594
Paint sprayed on the wall.,0,2595
Jessica sprayed the wall with paint.,0,2596
Jessica squirted water at me.,0,2598
Jessica sprayed water at me.,0,2599
Jessica splashed water at me.,0,2600
Leslie staffed the store with employees.,0,2603
The employees staffed the store.,0,2606
Leigh swaddled the baby with blankets.,0,2607
Lora buttered the toast.,0,2608
Lora buttered the toast with unsalted butter.,0,2610
Lydia pocketed the change.,0,2614
Doug removed the scratches from the tabletop.,0,2617
Doug removed the scratches from around the sink.,0,2618
The king banished the general from the army.,0,2624
The king banished the general to a mountain fortress.,0,2625
Doug cleared the dishes from under the rack.,0,2629
Doug cleared the table.,0,2630
The strong winds cleared the skies.,0,2633
The strong winds slowly cleared the clouds from the sky.,0,2634
Brian wiped the fingerprints from the counter.,0,2635
Brian wiped the fingerprints from inside the cupboard.,0,2636
Brian wiped the fingerprints from under the cupboard.,0,2637
Brian wiped the fingerprints from outside the cupboard.,0,2638
Brian wiped the counter.,0,2640
Paula trimmed the bush.,0,2641
Brian was wiping the counter.,0,2642
Brian was wiping.,0,2643
Brian was wiping the wall behind the stove.,0,2644
Carla shoveled the snow from the walk.,0,2645
Carla shoveled the snow from under the bushes.,0,2646
Carla shoveled the snow from among the bushes.,0,2647
Carla shoveled the snow from near the bushes.,0,2648
Carla was shoveling the walk.,0,2651
Carla was shoveling.,0,2652
Carla mopped the floor under the furniture.,0,2653
Carla mopped under the furniture.,0,2654
The thief stole the painting for Mr. Smith.,0,2655
The swindler cheated Pat of her fortune.,0,2661
The cook boned the fish.,0,2662
The men mined the gold.,0,2665
Nora sent the book from Paris.,0,2667
Nora sent the book to London.,0,2668
Nora sent the book from Paris to London.,0,2669
Nora sent the book to Peter.,0,2670
Nora sent books to children.,0,2673
Carla slid the books across the table.,0,2675
Carla slid the book to Dale.,0,2676
Carla slid Dale the book.,0,2677
The books slid across the table.,0,2679
Carla slid those books across the table.,0,2680
Those books slide across the table easily.,0,2681
Nora brought the book to the meeting.,0,2682
Nora brought the book to Pamela.,0,2683
Nora brought the book from horne.,0,2684
Nora brought Pamela the book.,0,2685
Amanda carried the package.,0,2689
Amanda carried the package from Boston.,0,2690
Amanda carried the package to New York.,0,2691
Amanda carried the package from Boston to New York.,0,2692
Amanda carried packages to New York.,0,2696
Amanda carried packages.,0,2697
Amanda drove the package from Boston to New York.,0,2699
Amanda drove the package to New York.,0,2700
Amanda drove the package from Boston.,0,2701
Amanda drove the package.,0,2702
Amanda drove the package to Pamela.,0,2703
Amanda drove packages to New York.,0,2708
Amanda drove packages.,0,2709
Nora pushed the chair.,0,2711
Nora pushed at the chair.,0,2712
Nora pushed on the chair.,0,2713
Nora pushed against the chair.,0,2714
Nora pushed through the crowd.,0,2715
Nora pushed her way through the crowd.,0,2716
Nora pushed the chair against the wall.,0,2717
They lent a bicycle to me.,0,2718
They lent me a bicycle.,0,2719
We contributed our paycheck to her.,0,2723
We offered her a job.,0,2728
Brown presented Jones with a plaque.,0,2731
The presentation of a plaque was a proud moment.,0,2732
Brown equipped Jones with a camera.,0,2733
Carmen bought a dress.,0,2739
Carmen bought a dress at Bloomingdale's.,0,2740
Carmen bought a dress for Mary.,0,2741
Carmen bought a dress from Diana.,0,2743
Carmen bought a dress at Bloomingdale 's for $50.,0,2745
$50 won't even buy a dress at Bloomingdale's.,0,2746
Carmen obtained the spare part.,0,2747
Carmen obtained a spare part from Diana.,0,2750
Carmen purchased a dress at Bloomingdale's for $50.,0,2752
$50 won't even purchase a dress at Bloomingdale's.,0,2753
Gwen exchanged the dress for a shirt.,0,2754
Gwen exchanged the dress for Mary.,0,2757
The children like to berry in the summer.,0,2758
She held his arm.,0,2761
She held him by the arm.,0,2762
Michelle kept the papers in the desk.,0,2764
Michelle kept the papers behind the desk.,0,2765
Michelle kept the papers over the desk.,0,2766
Michelle kept the papers under the desk.,0,2767
Frances hid the presents from Sally.,0,2768
Frances hid the presents behind the books.,0,2769
Steve tossed the ball.,0,2771
Steve tossed the ball into the garden.,0,2772
Steve tossed the ball over the fence.,0,2773
Steve tossed the ball from the tree to the gate.,0,2774
Steve tossed the ball at Anna.,0,2775
Steve tossed the ball to Anna.,0,2777
Steve tossed the ball against the wall.,0,2778
Steve tossed the softball.,0,2782
Steve pelted Anna with acorns.,0,2784
Steve pelted Anna.,0,2786
Steve pelted the squirrels with acorns.,0,2792
Paula hit the stick on the fence.,0,2794
Paula hit the stick against the fence.,0,2795
Paula hit at the fence with the stick.,0,2797
Paula hit Deirdre on the back.,0,2798
Paula hit Deirdre's back.,0,2799
Paula hit the sticks together.,0,2800
The stick hit the fence.,0,2805
Paula swatted the fly with the cloth.,0,2808
Paula swatted the fly.,0,2811
Paula swatted at the fly.,0,2812
Paula swatted Deirdre on the back.,0,2813
Paula swatted Deirdre's back.,0,2814
Paula swatted flies.,0,2816
Paula swatted the fly with a cloth.,0,2818
Paula spanked the naughty child with her right hand.,0,2821
Paula spanked the naughty child on the back.,0,2824
Paula spanked the naughty child's back.,0,2825
Paula spanked the naughty child.,0,2826
The old cart banged against the new cart.,0,2831
The old and new carts banged together.,0,2833
Alison poked the needle through the cloth.,0,2834
Alison poked the needle into the cloth.,0,2835
Alison poked the cloth with a needle.,0,2836
Alison poked the cloth.,0,2837
Alison poked the needle through the denim.,0,2838
Carrie touched the cat.,0,2839
Carrie touched the cat with the stick.,0,2841
Carrie touched him on the shoulder.,0,2845
Carrie touched the fence with a stick.,0,2847
Carol cut the bread with a knife.,0,2849
Carol cut the bread.,0,2850
Carol cut at the bread.,0,2851
Carol cut herself on the thumb.,0,2852
Carol cut her thumb.,0,2853
Carol cut the whole wheat bread.,0,2854
Whole wheat bread cuts easily.,0,2855
The knife cut the bread.,0,2856
This knife cuts well.,0,2857
Carol carved the stone with a chisel.,0,2858
Carol carved the stone.,0,2859
Carol carved the tree's branch.,0,2862
Carol carved the marble.,0,2864
Marble carves easily.,0,2865
Carol carved the marble with a chisel.,0,2866
The chisel carved the marble.,0,2867
That chisel carved the statue.,0,2868
That chisel carves well.,0,2869
Herman mixed the eggs with the cream.,0,2870
Herman mixed the eggs and the cream.,0,2871
The eggs mixed with the cream.,0,2872
The eggs and the cream mixed.,0,2873
Herman mixed the eggs and the cream together.,0,2874
I mixed the soap into the water.,0,2875
I mixed the soap and the water.,0,2876
I mixed the eggs with cream.,0,2877
I mixed the eggs and cream.,0,2878
I mixed the eggs and cream together.,0,2879
Harriet alternated folk songs and pop songs.,0,2880
Plays alternate with ballets.,0,2881
Plays and ballets alternate.,0,2882
Harriet interconnected the pieces.,0,2883
Herman whipped the cream.,0,2884
Linda taped the label and the cover together.,0,2886
The child clung to her mother.,0,2887
The yolk separated from the white.,0,2890
The yolk and the white separated.,0,2891
I separated the cream from the milk.,0,2892
I separated the egg yolk and the egg white.,0,2893
I separated the egg yolks and the egg whites.,0,2894
I broke the twig off the branch.,0,2896
I broke the twig off of the branch.,0,2897
I broke twigs off those branches.,0,2899
I broke twigs off of those branches.,0,2900
I broke those twigs and branches apart.,0,2901
I detached the handle.,0,2902
I detached the handle from the box.,0,2903
I detached that new handle.,0,2906
I detached that new handle from the box.,0,2907
That new handle detaches easily.,0,2908
The winter schedule differed from the spring schedule.,0,2910
This flyer differs from that flyer.,0,2911
Phyllis dyed the dress.,0,2913
Smith inscribed his name over the door.,0,2914
Smith inscribed his name under the picture.,0,2915
Smith inscribed the ring with his name.,0,2916
Smith was annealing the rings.,0,2917
Smith was annealing.,0,2918
The jeweller printed the name on the ring.,0,2919
The jeweller printed the name over the door.,0,2920
The jeweller printed the name under the picture.,0,2921
The jeweller printed the name onto the cup.,0,2922
The jeweller scribbled his name on the contract.,0,2923
Smith was scribbling his notes.,0,2924
Smith was scribbling.,0,2925
The jeweller decorated the ring.,0,2926
The secretary transcribed the speech.,0,2927
The secretary transcribed the speech into the record.,0,2928
Martha carved a toy out of the piece of wood.,0,2930
Martha carves.,0,2931
Martha carved a toy out of a piece of wood for the baby.,0,2932
Martha carved a piece of wood for the baby.,0,2933
Martha carved a piece of wood into a toy for the baby.,0,2934
Martha carved beautiful toys out of this wood.,0,2935
This wood carves beautiful toys.,0,2936
"$100,000 will build you a house.",0,2937
"$100,000 will build a house.",0,2938
The gardener grew an oak tree from that acorn.,0,2939
Donna fixed a sandwich.,0,2940
Donna fixed a sandwich for me.,0,2942
Donna fixed me a sandwich.,0,2943
David constructed a house.,0,2944
David constructed a house out of bricks.,0,2945
David constructed the house.,0,2947
I shaped the dough into a loaf.,0,2950
I shaped the dough.,0,2951
I twirled the dough into a pretzel.,0,2953
Sandy sang a song to me.,0,2958
Sandy sang me a song.,0,2959
Sandy sang a song for me.,0,2960
Sandy sang a song.,0,2961
Sandy sang.,0,2962
Racial inequality engenders conflict.,0,2964
The captain named the ship Seafarer.,0,2967
The president declared Smith press secretary.,0,2969
The press conjectured that Smith would be the appointee.,0,2973
Dina posed as a lawyer.,0,2974
Miriam tutored her brother.,0,2976
Her cousin clerked for Judge Davis.,0,2977
I see someone running down the street.,0,2978
I saw Jane run down the street.,0,2979
I saw the Mona Lisa.,0,2980
We peered at the baby.,0,2985
We peered around the room.,0,2986
We peered through the screen.,0,2987
We peered into the closet.,0,2988
That pea soup tasted delicious to me.,0,2989
The clown amused the children.,0,2990
The clown amused the little children.,0,2992
Little children amuse easily.,0,2993
That joke never fails to amuse little children.,0,2994
That joke never fails to amuse.,0,2995
That the clown had a red nose amused the children.,0,2996
To win the prize :would thrill me.,0,2997
The clown was amusing to the children.,0,2998
Tourists admire paintings.,0,2999
I admired him as a teacher.,0,3001
Megan marveled at the beauty of the Grand Canyon.,0,3003
Dorothy needs new shoes.,0,3004
Dorothy needs her skills.,0,3006
Dorothy needs her for her skills.,0,3007
Dorothy needs that dress as a costume.,0,3009
Dana longs for a sunny day.,0,3011
Dana is longing for a sunny day.,0,3012
They praised the volunteers.,0,3013
The director praised the volunteers.,0,3014
They praised them as volunteers.,0,3016
I hunted game in the woods.,0,3018
I was hunting game.,0,3019
I was hunting game in the woods.,0,3020
I was hunting in the woods.,0,3021
I was hunting.,0,3022
I searched for treasure in the cave.,0,3023
We rummaged in the drawer for important documents.,0,3026
I hunted the secret out of him.,0,3030
Brenda haggled with Molly.,0,3031
Brenda and Molly haggled.,0,3032
Brenda and Molly haggled about the party.,0,3034
Bill married Kathy.,0,3035
Brenda and Molly met.,0,3037
Anne met with Cathy.,0,3038
Wanda taught the students.,0,3039
Wanda taught French to the students.,0,3040
Wanda taught the students French.,0,3041
Wanda taught the students that the earth was round.,0,3042
Ellen told a story.,0,3043
Ellen told a story to Helen.,0,3044
Ellen told Helen a story.,0,3045
Ellen told Helen.,0,3046
Ellen told Helen about the situation.,0,3047
Susan whispered.,0,3050
Susan whispered to Rachel.,0,3051
Susan whispered a few words.,0,3052
Susan whispered the news to Rachel.,0,3053
Susan whispered for me to come.,0,3055
"Susan whispered ""Shut up"".",0,3056
"Susan whispered ""Shut up"" at them.",0,3057
They whispered that the winner would be announced tonight.,0,3058
Heather cabled the news.,0,3059
Heather cabled Sara.,0,3060
Heather cabled the news to Sara.,0,3061
Heather cabled Sara the news.,0,3062
Heather cabled Sara about the situation.,0,3064
Heather cabled for Sara to come.,0,3065
Ellen talked.,0,3066
Ellen talked with Helen about the problem.,0,3068
Ellen talked with Helen.,0,3069
Ellen and Helen talked.,0,3070
Ellen and Helen talked together.,0,3071
Ellen was conferring.,0,3073
Ellen conferred with Helen.,0,3074
Ellen conferred with Helen about the problem.,0,3075
Ellen and Helen conferred.,0,3078
Ellen said to Helen that melons were selling well.,0,3081
Ellen said something.,0,3082
Ellen said something to Helen.,0,3083
Ellen complained to Helen.,0,3085
Ellen complained about the situation.,0,3086
Ellen complained about the situation to Helen.,0,3087
Ellen warned Helen.,0,3088
Ellen warned against skating on thin ice.,0,3090
Ellen warned Helen that melons were selling.,0,3091
Ellen warned that melons were selling.,0,3092
Ellen warned Helen about the traffic jam.,0,3094
The dog barked.,0,3095
The dog barked at the cat.,0,3096
Cynthia ate the peach.,0,3097
Cynthia ate.,0,3098
Cynthia ate at the peach.,0,3099
Cynthia ate the peach with a fork.,0,3101
Cynthia nibbled the carrot .,0,3102
Cynthia nibbled .,0,3103
Cynthia nibbled at the carrot .,0,3104
Cynthia gobbled the pizza .,0,3105
Cynthia gobbled the pizza down .,0,3106
Cynthia devoured the pizza .,0,3110
Cynthia lunched.,0,3114
Cynthia lunched on peaches.,0,3115
Cynthia munched on peaches.,0,3119
Teresa bottle fed the baby.,0,3122
Teresa bottle fed soy milk to the baby.,0,3123
Teresa bottle fed the baby soy milk.,0,3124
Paul yawned.,0,3126
Paul breathed.,0,3129
Paul exhaled.,0,3131
Paul laughed.,0,3134
She laughed from embarrassment.,0,3135
Linda winked her eye.,0,3136
Linda winked.,0,3139
Linda winked at the audience.,0,3140
Linda winked in agreement.,0,3141
Jennifer shook her finger at the naughty child.,0,3143
The princess bowed.,0,3144
The princess bowed to the queen.,0,3145
Gloria dozed.,0,3147
Sharon flinched.,0,3148
Sharon flinched at the sight of the accident.,0,3149
Sharon shivered.,0,3151
Sharon shivered from fear.,0,3152
Sharon shivered at the thought of the cold sea.,0,3153
The pirates drowned the sailor.,0,3155
The sailor drowned.,0,3156
The sea monster drowned the sailors.,0,3157
My eyes are itching.,0,3158
My eyes are itching me.,0,3159
My eyes are itching from the smoke.,0,3161
My heart is pounding.,0,3162
My heart is pounding from fear.,0,3164
Tessa sprained her ankle.,0,3165
Sharon fainted.,0,3167
Sharon fainted at the sight of the accident.,0,3168
The baby dressed.,0,3170
Marlene dressed the baby.,0,3171
Marlene dressed herself.,0,3172
The barber shaved my chin.,0,3175
I shaved my chin.,0,3176
Celia brushed the baby's hair.,0,3177
Celia brushed her hair.,0,3178
She always wore purple dresses.,0,3180
She spruced herself up before the job interview.,0,3184
She spruced up before the job interview.,0,3185
She was always clad in black.,0,3186
Brutus murdered Julius Caesar.,0,3190
The bandits murdered innocent victims.,0,3192
Brutus murdered Julius Caesar with a dagger.,0,3194
The exterminator killed the insects with DDT.,0,3195
The witch poisoned Snow White.,0,3196
The jewel sparkled.,0,3198
Jewels sparkled on the crown.,0,3199
The crown sparkled with jewels.,0,3200
A magnificent diamond sparkled on his finger.,0,3201
On his finger sparkled a magnificent diamond.,0,3202
On his finger there sparkled a magnificent diamond.,0,3203
The door hinges squeaked.,0,3205
Birds sang in the trees.,0,3206
The trees sang with birds.,0,3207
In the hallway ticked a grandfather clock.,0,3208
In the hallway there ticked a grandfather clock.,0,3209
I buzzed the bell.,0,3210
The bell chimed the hour.,0,3211
A squeaking door announced John's presence.,0,3212
The onions reeked.,0,3213
The room reeked of onions.,0,3214
The room reeked.,0,3215
The well gushed oil.,0,3217
I bled him.,0,3219
Oil gushed from the well.,0,3220
The streets gushed with water.,0,3221
A fragrant stew bubbled over the fire.,0,3222
Caesar put a gushing fountain by his palace.,0,3223
The Romans destroyed the city.,0,3224
The builders destroyed the warehouse with explosives.,0,3231
The explosives destroyed the warehouse.,0,3232
The builders destroyed the warehouse.,0,3233
Tony broke the window.,0,3235
Tony broke the crystal vase.,0,3236
Tony broke the window with a hammer.,0,3237
Tony broke the cup against the wall.,0,3238
Tony broke her arm.,0,3242
Tony bent the rod with pliers.,0,3243
The rod bent.,0,3244
Tony bent the copper rod.,0,3245
Copper rods bend easily.,0,3246
The pliers bent the rod.,0,3247
Tony bent the rod against the table.,0,3248
Tony bent Mary's arm.,0,3252
The potatoes baked.,0,3253
Jennifer baked Idaho potatoes.,0,3254
Idaho potatoes bake beautifully.,0,3255
Jennifer baked the potatoes in the oven.,0,3256
This oven bakes potatoes well.,0,3257
Bill dried the clothes.,0,3259
The clothes dried.,0,3260
Bill dried the cotton clothes.,0,3261
Cotton clothes dry easily.,0,3262
Bill dried the clothes with a hair dryer.,0,3263
The hair dryer dried the clothes.,0,3264
A lot of clothes are drying on the line.,0,3266
Bill is drying a lot of clothes on the line.,0,3268
The roses bloomed.,0,3272
The temperature soared.,0,3274
Cornelia lodged with the Smiths.,0,3278
Cornelia lodged at Mrs. Parker's.,0,3279
An old woman lodged at Mrs. Parker's.,0,3280
Squatters lodged in these abandoned buildings.,0,3283
The soldiers lodged in the schoolhouse.,0,3285
An old woman lived in the forest.,0,3286
Unicorns don't exist.,0,3287
There exists a solution to this problem.,0,3288
In the forest languished an old woman.,0,3289
A crowd of people remained in the square.,0,3290
The beer bubbled.,0,3293
A fire raged in the mountains.,0,3294
In the mountains there raged a fire.,0,3295
A fire raged all through the mountains.,0,3296
All through the mountains raged a fire.,0,3297
Roses flowered in the garden.,0,3298
The garden flowered with roses.,0,3299
A fire raged over the fields.,0,3300
A large flag fluttered.,0,3302
A large flag fluttered over the fort.,0,3303
Many flags fluttered over the fort.,0,3304
Over the fort there fluttered a large flag.,0,3305
Over the fort fluttered a large flag.,0,3306
The tree trembled.,0,3307
The flag waved.,0,3308
The hall is echoing with voices.,0,3309
A loud cry echoed through the hall.,0,3310
Through the hall there echoed a loud cry.,0,3311
Through the hall echoed a loud cry.,0,3312
The music echoed.,0,3313
A striped fish swam in the aquarium.,0,3316
In the aquarium swam a striped fish.,0,3317
In the aquarium there swam a striped fish.,0,3318
The cattle are herding in the pasture.,0,3319
The cattle herded.,0,3320
I herded the cattle.,0,3321
The bag is bulging with groceries.,0,3322
The bag is bulging.,0,3324
A statue of Jefferson stood on the comer.,0,3326
